symbol,shortName,longName,longBusinessSummary,totalRevenue,beta,overallRisk,price_history,catholic_values,esg_score,env_score,gov_score,soc_score,strongest_principle,weakest_principle,vice_products,ethical_concerns,military_involvement,health_impact
MCHP,Microchip Technology Incorporat,Microchip Technology Incorporated,"Microchip Technology Incorporated develops, manufactures, and sells smart, connected, and secure embedded control solutions in the Americas, Europe, and Asia. The company offers general purpose 8-bit, 16-bit, and 32-bit microcontrollers; 32-bit embedded mixed-signal microprocessors; and specialized microcontrollers for automotive, industrial, computing, communications, lighting, power supplies, motor control, human machine interface, security, wired connectivity, and wireless connectivity applications. It also provides application development tools that enable system designers to program microcontroller, FPGA, and microprocessor products for specific applications; field-programmable gate array (FPGA) products; and analog, interface, mixed signal, and timing products comprising power management, linear, mixed-signal, high-voltage, thermal management, discrete diodes, and metal oxide semiconductor field effect transistors (MOSFETS), radio frequency (RF), drivers, safety, security, timing, USB, Ethernet, wireless, and other interface products. In addition, the company offers serial electrically erasable programmable read-only memory, serial flash memories, parallel flash memories, serial static random access memories, and serial electrically erasable random access memories for the production of very small footprint devices; and licenses its SuperFlash embedded flash and non-volatile memory technologies to foundries, integrated device manufacturers, and design partners for use in the manufacture of microcontroller products, gate array, RF, analog, and neuromorphic compute products that require embedded non-volatile memory, as well as provides engineering services. Further, it offers wafer foundry and assembly, and test subcontracting manufacturing services; and timing systems products, application specific integrated circuits, and aerospace products. Microchip Technology Incorporated was incorporated in 1989 and is headquartered in Chandler, Arizona.",8541300224,1.671,7,"{'Close': {0: 86.16000366210938, 1: 89.44000244140625, 2: 90.73999786376953, 3: 91.98999786376953, 4: 90.55999755859375, 5: 89.6500015258789, 6: 86.91999816894531, 7: 87.2300033569336, 8: 85.95999908447266, 9: 85.18000030517578, 10: 85.6500015258789, 11: 84.29000091552734, 12: 85.45999908447266, 13: 83.25, 14: 83.30999755859375, 15: 84.3499984741211, 16: 85.44000244140625, 17: 83.94999694824219, 18: 80.66999816894531, 19: 80.58000183105469, 20: 82.51000213623047, 21: 81.61000061035156}}",No,58.0,53.0,58.0,63.0,socialScore,environmentScore,,,,
MU,"Micron Technology, Inc.","Micron Technology, Inc.","Micron Technology, Inc. designs, develops, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Embedded Business Unit, and Storage Business Unit. It provides memory and storage technologies comprising dynamic random access memory semiconductor devices with low latency that provide high-speed data retrieval; non-volatile and re-writeable semiconductor storage devices; and non-volatile re-writable semiconductor memory devices that provide fast read speeds under the Micron and Crucial brands, as well as through private labels. The company offers memory products for the cloud server, enterprise, client, graphics, networking, industrial, and automotive markets, as well as for smartphone and other mobile-device markets; SSDs and component-level solutions for the enterprise and cloud, client, and consumer storage markets; discrete storage products in component and wafers; and memory and storage products for the automotive, industrial, and consumer markets. It markets its products through its direct sales force, independent sales representatives, distributors, and retailers; and web-based customer direct sales channel, as well as through channel and distribution partners. Micron Technology, Inc. was founded in 1978 and is headquartered in Boise, Idaho.",16181000192,1.245,1,"{'Close': {0: 84.81999969482422, 1: 87.51000213623047, 2: 89.23999786376953, 3: 87.52999877929688, 4: 88.08000183105469, 5: 89.19999694824219, 6: 88.05000305175781, 7: 89.06999969482422, 8: 86.16000366210938, 9: 85.75, 10: 85.61000061035156, 11: 86.4800033569336, 12: 86.9800033569336, 13: 84.5999984741211, 14: 85.16999816894531, 15: 84.87999725341797, 16: 85.55999755859375, 17: 85.69999694824219, 18: 81.52999877929688, 19: 81.83000183105469, 20: 81.62999725341797, 21: 79.5}}",No,61.0,56.0,66.0,64.0,governanceScore,environmentScore,,,,
MSFT,Microsoft Corporation,Microsoft Corporation,"Microsoft Corporation develops and supports software, services, devices and solutions worldwide. The Productivity and Business Processes segment offers office, exchange, SharePoint, Microsoft Teams, office 365 Security and Compliance, Microsoft viva, and Microsoft 365 copilot; and office consumer services, such as Microsoft 365 consumer subscriptions, Office licensed on-premises, and other office services. This segment also provides LinkedIn; and dynamics business solutions, including Dynamics 365, a set of intelligent, cloud-based applications across ERP, CRM, power apps, and power automate; and on-premises ERP and CRM applications. The Intelligent Cloud segment offers server products and cloud services, such as azure and other cloud services; SQL and windows server, visual studio, system center, and related client access licenses, as well as nuance and GitHub; and enterprise services including enterprise support services, industry solutions, and nuance professional services. The More Personal Computing segment offers Windows, including windows OEM licensing and other non-volume licensing of the Windows operating system; Windows commercial comprising volume licensing of the Windows operating system, windows cloud services, and other Windows commercial offerings; patent licensing; and windows Internet of Things; and devices, such as surface, HoloLens, and PC accessories. Additionally, this segment provides gaming, which includes Xbox hardware and content, and first- and third-party content; Xbox game pass and other subscriptions, cloud gaming, advertising, third-party disc royalties, and other cloud services; and search and news advertising, which includes Bing, Microsoft News and Edge, and third-party affiliates. The company sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online, and retail stores. The company was founded in 1975 and is headquartered in Redmond, Washington.",227583000576,0.899,1,"{'Close': {0: 393.8699951171875, 1: 398.6700134277344, 2: 396.510009765625, 3: 398.8999938964844, 4: 402.55999755859375, 5: 404.8699951171875, 6: 403.92999267578125, 7: 409.7200012207031, 8: 408.5899963378906, 9: 397.5799865722656, 10: 403.7799987792969, 11: 411.2200012207031, 12: 405.6499938964844, 13: 405.489990234375, 14: 414.04998779296875, 15: 414.1099853515625, 16: 420.54998779296875, 17: 415.260009765625, 18: 406.32000732421875, 19: 409.489990234375, 20: 406.55999755859375, 21: 404.05999755859375}}",No,66.0,78.0,63.0,59.0,environmentScore,socialScore,,,,
MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.","MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of December 31, 2023, MAA had ownership interest in 102,662 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2148467968,0.799,2,"{'Close': {0: 131.4600067138672, 1: 135.24000549316406, 2: 135.91000366210938, 3: 135.61000061035156, 4: 134.05999755859375, 5: 131.97999572753906, 6: 130.83999633789062, 7: 130.89999389648438, 8: 129.97000122070312, 9: 126.37999725341797, 10: 127.91999816894531, 11: 128.0, 12: 124.83999633789062, 13: 125.58000183105469, 14: 125.18000030517578, 15: 124.4800033569336, 16: 124.5199966430664, 17: 125.47000122070312, 18: 123.3499984741211, 19: 125.08999633789062, 20: 129.50999450683594, 21: 129.1699981689453}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MRNA,"Moderna, Inc.","Moderna, Inc.","Moderna, Inc., a biotechnology company, discovers, develops, and commercializes messenger RNA therapeutics and vaccines for the treatment of infectious diseases, immuno-oncology, rare diseases, autoimmune, and cardiovascular diseases in the United States, Europe, and internationally. Its respiratory vaccines include COVID-19, influenza, respiratory syncytial virus, spikevax, and hMPV/PIV3 vaccines; latent vaccines comprise cytomegalovirus, epstein-barr virus, herpes simplex virus, varicella-zoster virus, and human immunodeficiency virus vaccines; and public health vaccines consists of Zika and Nipah vaccines. The company also offers systemic secreted and cell surface therapeutics; cancer vaccines, such as personalized cancer, KRAS, and checkpoint vaccines; intratumoral immuno-oncology products; localized regenerative, systemic intracellular, and inhaled pulmonary therapeutics. It has strategic alliances and collaborations with AstraZeneca; Merck; Vertex Pharmaceuticals Incorporated; Vertex Pharmaceuticals (Europe) Limited; Chiesi Farmaceutici S.p.A.; Metagenomi, Inc.; Carisma Therapeutics, Inc.; CytomX Therapeutics; Defense Advanced Research Projects Agency; Biomedical Advanced Research and Development Authority; Institute for Life Changing Medicines; and The Bill & Melinda Gates Foundation, as well as a strategic partnership with Caris Life Sciences to advance mRNA-Based oncology therapeutics. The company was formerly known as Moderna Therapeutics, Inc. and changed its name to Moderna, Inc. in August 2018. Moderna, Inc. was founded in 2010 and is headquartered in Cambridge, Massachusetts.",9121000448,1.683,10,"{'Close': {0: 99.06999969482422, 1: 99.69999694824219, 2: 99.69999694824219, 3: 101.91999816894531, 4: 101.11000061035156, 5: 102.80999755859375, 6: 101.80999755859375, 7: 104.83999633789062, 8: 102.47000122070312, 9: 101.05000305175781, 10: 99.0199966430664, 11: 97.5, 12: 95.48999786376953, 13: 100.02999877929688, 14: 99.30000305175781, 15: 93.66000366210938, 16: 87.41000366210938, 17: 89.0, 18: 85.37000274658203, 19: 85.94999694824219, 20: 91.13999938964844, 21: 88.37000274658203}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MHK,"Mohawk Industries, Inc.","Mohawk Industries, Inc.","Mohawk Industries, Inc. designs, manufactures, sources, distributes, and markets flooring products for residential and commercial remodeling, and new construction channels in the United States, Europe, Russia, and internationally. It operates through three segments: Global Ceramic, Flooring North America (Flooring NA), and Flooring Rest of the World (Flooring ROW). The Global Ceramic segment provides a range of ceramic tile, porcelain tile, natural stone, porcelain slab, quartz countertop, and other products, as well as installation materials under the American Olean, Daltile, Eliane, EmilGroup, KAI, Kerama Marazzi, Marazzi, and Ragno brands. The Flooring NA segment offers floor covering products in various colors, textures, and patterns, including broadloom carpets, carpet tiles, rugs and mats, carpet pads, laminate, medium-density fiberboards, wood flooring, luxury vinyl tiles (LVT), and sheet vinyl products through floor covering retailers, distributors, home centers, mass merchants, department stores, e-commerce retailers, shop at home, buying groups, builders, commercial contractors, and commercial end users. This segment markets and distributes its flooring products under the Aladdin Commercial, Durkan, IVC, Karastan, Mohawk, Mohawk Group, Mohawk Home, Pergo, Portico, and Quick-Step brands. The Flooring ROW segment provides laminate, LVT and sheet vinyl, wood flooring, broadloom carpet, and carpet tile collections; and roofing panels, insulation boards, mezzanine flooring products, and chipboards under the Feltex, GH Commercial, Godfrey Hirst, Hycraft, IVC Commercial, IVC Home, Leoline, Moduleo, Pergo, Quick-Step, and Unilin brands. This segment also licenses its intellectual property to flooring manufacturers. The company was incorporated in 1988 and is headquartered in Calhoun, Georgia.",11135115264,1.315,2,"{'Close': {0: 100.26000213623047, 1: 99.93000030517578, 2: 100.94999694824219, 3: 97.95999908447266, 4: 97.56999969482422, 5: 99.56999969482422, 6: 100.97000122070312, 7: 103.44000244140625, 8: 103.66999816894531, 9: 104.25, 10: 110.0199966430664, 11: 108.93000030517578, 12: 106.3499984741211, 13: 106.80999755859375, 14: 108.95999908447266, 15: 109.61000061035156, 16: 110.01000213623047, 17: 117.23999786376953, 18: 115.27999877929688, 19: 116.69000244140625, 20: 116.44999694824219, 21: 115.41999816894531}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.","Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments: Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",33002999808,0.454,7,"{'Close': {0: 381.05999755859375, 1: 365.510009765625, 2: 368.20001220703125, 3: 367.9599914550781, 4: 366.3500061035156, 5: 350.07000732421875, 6: 353.6099853515625, 7: 354.67999267578125, 8: 355.20001220703125, 9: 356.44000244140625, 10: 355.2099914550781, 11: 354.8800048828125, 12: 351.1000061035156, 13: 357.1199951171875, 14: 362.1000061035156, 15: 381.489990234375, 16: 388.6700134277344, 17: 392.6300048828125, 18: 394.3299865722656, 19: 399.9599914550781, 20: 398.1400146484375, 21: 401.7200012207031}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products under various brands in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers flavored malt beverages including hard seltzers, craft, and ready to drink beverages. It provides its products under Aspall Cider, Blue Moon, Coors Original, Hop Valley brands, Leinenkugel's, Miller Genuine Draft, Molson Ultra, Sharp's, Staropramen, and Vizzy Hard Seltzer above premier brands; Bergenbier, Borsodi, Carling, Coors Banquet, Coors Light, Jelen, Kamenitza, Miller Lite, Molson Canadian Lager, Molson Dry, Molson Export, and Niksicko, Ozujsko under the premium brands; and Branik, Icehouse, Keystone, Miller High Life, Milwaukee's Best, and Steel Reserve under the economy brands. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1774 and is headquartered in Golden, Colorado.",11702099968,0.841,10,"{'Close': {0: 62.83000183105469, 1: 62.4900016784668, 2: 62.72999954223633, 3: 62.54999923706055, 4: 61.11000061035156, 5: 62.880001068115234, 6: 62.7400016784668, 7: 63.38999938964844, 8: 62.869998931884766, 9: 61.790000915527344, 10: 63.11000061035156, 11: 62.06999969482422, 12: 61.279998779296875, 13: 61.290000915527344, 14: 59.72999954223633, 15: 60.2599983215332, 16: 60.22999954223633, 17: 62.11000061035156, 18: 61.290000915527344, 19: 61.439998626708984, 20: 62.06999969482422, 21: 62.150001525878906}}",No,73.0,68.0,77.0,74.0,governanceScore,environmentScore,,,,
MDLZ,"Mondelez International, Inc.","Mondelez International, Inc.","Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products in the Latin America, North America, Asia, the Middle East, Africa, and Europe. It provides biscuits and baked snacks, including cookies, crackers, salted snacks, snack bars, and cakes and pastries; chocolates; and gums and candies, as well as various cheese and grocery, and powdered beverage products. The company's brand portfolio includes Oreo, Ritz, LU, CLIF Bar, and Tate's Bake Shop biscuits and baked snacks, as well as Cadbury Dairy Milk, Milka, and Toblerone chocolate. It serves supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores, and other retail food outlets through direct store delivery, company-owned and satellite warehouses, distribution centers, third party distributors, and other facilities, as well as through independent sales offices and agents. The company also sells products directly to businesses and consumers through e-retail platforms, retailer digital platforms, as well as through its direct-to-consumer websites and social media platforms. Mondelez International, Inc. was formerly known as Kraft Foods Inc. and changed its name to Mondelez International, Inc. in October 2012. The company was incorporated in 2000 and is headquartered in Chicago, Illinois.",36016001024,0.593,6,"{'Close': {0: 72.91000366210938, 1: 72.8499984741211, 2: 73.12000274658203, 3: 74.41000366210938, 4: 73.94999694824219, 5: 74.5, 6: 75.13999938964844, 7: 75.72000122070312, 8: 76.33999633789062, 9: 75.2699966430664, 10: 76.54000091552734, 11: 76.87000274658203, 12: 75.33000183105469, 13: 75.25, 14: 74.62000274658203, 15: 74.76000213623047, 16: 73.16999816894531, 17: 73.5, 18: 71.9800033569336, 19: 71.41000366210938, 20: 71.61000061035156, 21: 71.9800033569336}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc. engages in the design, development, marketing, and sale of semiconductor-based power electronics solutions for the computing and storage, automotive, industrial, communications, and consumer markets. The company provides direct current (DC) to DC integrated circuits (ICs) that are used to convert and control voltages of various electronic systems, such as portable electronic devices, wireless LAN access points, computers and notebooks, monitors, infotainment applications, and medical equipment. It also offers lighting control ICs for backlighting that are used in systems, which provide the light source for LCD panels in notebook computers, monitors, car navigation systems, and televisions, as well as for general illumination products. The company sells its products through third-party distributors and value-added resellers, as well as directly to original equipment manufacturers, original design manufacturers, electronic manufacturing service providers, and other end customers in China, Taiwan, Europe, South Korea, Southeast Asia, Japan, the United States, and internationally. Monolithic Power Systems, Inc. was incorporated in 1997 and is based in Kirkland, Washington.",1821072000,1.223,10,"{'Close': {0: 610.9000244140625, 1: 631.3300170898438, 2: 637.760009765625, 3: 642.0, 4: 632.0, 5: 615.6799926757812, 6: 601.1400146484375, 7: 619.780029296875, 8: 613.4199829101562, 9: 602.719970703125, 10: 614.1300048828125, 11: 635.8599853515625, 12: 646.2100219726562, 13: 632.97998046875, 14: 645.4099731445312, 15: 737.0700073242188, 16: 752.3099975585938, 17: 729.8699951171875, 18: 712.1199951171875, 19: 745.1799926757812, 20: 734.3200073242188, 21: 730.5}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MNST,Monster Beverage Corporation,Monster Beverage Corporation,"Monster Beverage Corporation, through its subsidiaries, engages in development, marketing, sale, and distribution of energy drink beverages and concentrates in the United States and internationally. The company operates through three segments: Finished Product, Concentrate, and Other. It offers carbonated non-carbonated energy drinks, ready-to-drink iced teas and juice drinks, lemonades, juice cocktails, single-serve juices and fruit beverages, ready-to-drink dairy and coffee drinks, energy drinks, sports drinks and single-serve still waters, and sodas that are considered natural, sparkling juices, and flavored sparkling beverages. The company sells its products to full service beverage bottlers/distributors, retail grocery and specialty chains, wholesalers, club stores, drug chains, mass merchandisers, convenience chains, health food distributors, food service customers, and the military; and concentrates and/or beverage bases to authorized bottling and canning operations. It provides its products under the Monster Energy, Monster Energy Ultra, Monster Rehab, Monster Energy Nitro, Java Monster, Punch Monster, Juice Monster, Muscle Monster, Espresso Monster, Monster Hydro Energy Water, Monster Hydro Super Sport, Monster Super Fuel, Monster Dragon Tea, Reign Total Body Fuel, and Reign Inferno Thermogenic Fuel, Reign Storm, True North, NOS, Full Throttle, Burn, Mother, Nalu, Ultra Energy, Play and Power Play (stylized), Relentless, BPM, BU, Gladiator, Samurai, Live+, Predator, and Fury brands. The company was formerly known as Hansen Natural Corporation and changed its name to Monster Beverage Corporation in January 2012. Monster Beverage Corporation was founded in 1985 and is headquartered in Corona, California.",6922849792,0.719,9,"{'Close': {0: 57.25, 1: 57.18000030517578, 2: 56.31999969482422, 3: 55.56999969482422, 4: 55.06999969482422, 5: 55.13999938964844, 6: 55.439998626708984, 7: 55.59000015258789, 8: 55.310001373291016, 9: 55.02000045776367, 10: 55.939998626708984, 11: 55.349998474121094, 12: 55.119998931884766, 13: 56.34000015258789, 14: 56.459999084472656, 15: 56.4900016784668, 16: 55.65999984741211, 17: 55.93000030517578, 18: 56.15999984741211, 19: 55.869998931884766, 20: 56.16999816894531, 21: 55.02000045776367}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MCO,Moody's Corporation,Moody's Corporation,"Moody's Corporation operates as an integrated risk assessment firm worldwide. It operates in two segments, Moody's Analytics and Moody's Investors Services. The Moody's Analytics segment develops a range of products and services that support the risk management activities of institutional participants in financial markets. It also offers credit research, credit models and analytics, economics data and models, and structured finance solutions; data sets on companies and securities; and SaaS solutions supporting banking, insurance, and know your customer workflows. The Moody's Investors Service segment publishes credit ratings and provides assessment services on various debt obligations, programs and facilities, and entities that issue such obligations, such as various corporate, financial institution, and governmental obligations, as well as structured finance securities. The company was formerly known as Dun and Bradstreet Company and changed its name to Moody's Corporation in September 2000. Moody's Corporation was founded in 1900 and is headquartered in New York, New York.",5916000256,1.299,4,"{'Close': {0: 383.20001220703125, 1: 386.8399963378906, 2: 388.7900085449219, 3: 389.82000732421875, 4: 389.94000244140625, 5: 392.6000061035156, 6: 389.2900085449219, 7: 391.2699890136719, 8: 396.510009765625, 9: 392.0400085449219, 10: 402.5400085449219, 11: 399.6000061035156, 12: 396.989990234375, 13: 398.04998779296875, 14: 404.8500061035156, 15: 398.0, 16: 405.1700134277344, 17: 401.0899963378906, 18: 369.2300109863281, 19: 366.4800109863281, 20: 373.239990234375, 21: 370.760009765625}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MS,Morgan Stanley,Morgan Stanley,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. It operates through Institutional Securities, Wealth Management, and Investment Management segments. The Institutional Securities segment offers capital raising and financial advisory services, including services related to the underwriting of debt, equity, and other securities, as well as advice on mergers and acquisitions, restructurings, real estate, and project finance. This segment also provides equity and fixed income products comprising sales, financing, prime brokerage, and market-making services; foreign exchange and commodities; corporate and commercial real estate loans, commercial mortgage and secured lending facilities, and financing for sales and trading customers, and asset-backed and mortgage lending; and wealth management services, investment, and research services. The Wealth Management segment offers financial advisor-led brokerage, custody, administrative, and investment advisory services; self-directed brokerage services; financial and wealth planning services; workplace services, including stock plan administration; annuity and insurance products; securities-based lending, residential real estate loans, and other lending products; banking; and retirement plan services to individual investors and small to medium-sized businesses and institutions. The Investment Management segment provides equity, fixed income, alternatives and solutions, and liquidity and overlay services to benefit/defined contribution plans, foundations, endowments, government entities, sovereign wealth funds, insurance companies, third-party fund sponsors, corporations, and individuals through institutional and intermediary channels. Morgan Stanley was founded in 1924 and is headquartered in New York, New York.",53610999808,1.429,8,"{'Close': {0: 83.9000015258789, 1: 85.33999633789062, 2: 85.7300033569336, 3: 86.73999786376953, 4: 87.56999969482422, 5: 88.0199966430664, 6: 87.7300033569336, 7: 87.62000274658203, 8: 87.62000274658203, 9: 87.23999786376953, 10: 86.81999969482422, 11: 87.2699966430664, 12: 85.88999938964844, 13: 86.0999984741211, 14: 86.0, 15: 85.6500015258789, 16: 85.88999938964844, 17: 86.87000274658203, 18: 83.97000122070312, 19: 84.0, 20: 85.66999816894531, 21: 86.5}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MOS,Mosaic Company (The),The Mosaic Company,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes. It owns and operates mines, which produce concentrated phosphate crop nutrients, such as diammonium phosphate, monoammonium phosphate, and ammoniated phosphate products; and phosphate-based animal feed ingredients primarily under the Biofos and Nexfos brand names, as well as produces a double sulfate of potash magnesia product under K-Mag brand name. The company also produces and sells potash for use in the manufacturing of mixed crop nutrients and animal feed ingredients, and for industrial use; and for use in the de-icing and as a water softener regenerant. In addition, it provides nitrogen-based crop nutrients, animal feed ingredients, and other ancillary services; and purchases and sells phosphates, potash, and nitrogen products. The company sells its products to wholesale distributors, retail chains, farmers, cooperatives, independent retailers, and national accounts. The Mosaic Company was incorporated in 2004 and is headquartered in Tampa, Florida.",15027900416,1.505,3,"{'Close': {0: 32.119998931884766, 1: 32.099998474121094, 2: 32.0, 3: 32.209999084472656, 4: 31.959999084472656, 5: 32.04999923706055, 6: 32.22999954223633, 7: 32.119998931884766, 8: 31.780000686645508, 9: 30.709999084472656, 10: 30.8700008392334, 11: 30.860000610351562, 12: 29.93000030517578, 13: 30.350000381469727, 14: 30.3700008392334, 15: 30.09000015258789, 16: 29.920000076293945, 17: 30.59000015258789, 18: 29.510000228881836, 19: 29.549999237060547, 20: 30.139999389648438, 21: 30.549999237060547}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MSI,"Motorola Solutions, Inc.","Motorola Solutions, Inc.","Motorola Solutions, Inc. provides public safety and enterprise security solutions in the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integration, and Software and Services. The Products and Systems Integration segment offers a portfolio of infrastructure, devices, accessories, and video security devices and infrastructure, as well as the implementation and integration of systems, devices, software, and applications for government, public safety, and commercial customers who operate private communications networks and video security solutions, as well as manage a mobile workforce. Its land mobile radio communications, and video security and access control devices include two-way portable and vehicle-mounted radios, fixed video cameras, and accessories; communications network core and central processing software, base stations, consoles, and repeaters; and video analytics, network video management hardware and software, and access control solutions. The Software and Services segment provides public safety and enterprise command center, unified communications applications, mobile video equipment, and video software solutions; repair, technical support, and maintenance services; and monitoring, software updates, and cybersecurity services to government, public safety, and commercial communications networks. It serves hospitality; manufacturing; military and defence; public safety; mining; oil and gas; transportation and logistics; utilities industries. The company was formerly known as Motorola, Inc. and changed its name to Motorola Solutions, Inc. in January 2011. Motorola Solutions, Inc. was founded in 1928 and is headquartered in Chicago, Illinois.",9978000384,0.928,6,"{'Close': {0: 320.9700012207031, 1: 326.2799987792969, 2: 324.989990234375, 3: 329.4700012207031, 4: 328.3500061035156, 5: 328.5899963378906, 6: 326.1000061035156, 7: 326.75, 8: 327.5199890136719, 9: 319.5, 10: 325.1499938964844, 11: 327.6199951171875, 12: 325.29998779296875, 13: 325.3800048828125, 14: 327.92999267578125, 15: 328.3500061035156, 16: 330.8900146484375, 17: 320.0899963378906, 18: 319.2200012207031, 19: 319.3900146484375, 20: 323.8999938964844, 21: 320.489990234375}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
MSCI,MSCI Inc.,MSCI Inc.,"MSCI Inc., together with its subsidiaries, provides critical decision support tools and solutions for the investment community to manage investment processes worldwide. The Index segment provides indexes for use in various areas of the investment process, including indexed financial product, such as ETFs, mutual funds, annuities, futures, options, structured products, and over-the-counter derivatives; performance benchmarking; portfolio construction and rebalancing; and asset allocation, as well as licenses GICS and GICS Direct. The Analytics segment offers risk management, performance attribution and portfolio management content, application, an integrated view of risk and return service, and an analysis of market, credit, liquidity, counterparty, and climate risk across asset classes; managed services, including consolidation of client portfolio data, review and reconciliation of input data and results, and customized reporting; and HedgePlatform to measure, evaluate, and monitor the risk of hedge fund investments. The ESG and Climate segment provides products and services that help institutional investors understand how ESG impacts the long-term risk and return of their portfolio and individual security-level investments; and data, ratings, research, and tools to help investors navigate increasing regulation. The All Other  Private Assets segment includes real estate and infrastructure data, benchmarks, return-analytics, climate assessments and market insights; business intelligence to real estate owners, managers, developers, and brokers; and offers investment decision support tools for private capital. The Private Capital Solutions segment offers tools to help private asset investors across mission-critical workflows, such as sourcing terms and conditions, evaluating operating performance, managing risk and other activities supporting private capital investing. MSCI Inc. was incorporated in 1998 and is headquartered in New York, New York.",2528920064,1.102,7,"{'Close': {0: 546.4600219726562, 1: 553.9299926757812, 2: 566.219970703125, 3: 563.7999877929688, 4: 558.4600219726562, 5: 554.77001953125, 6: 549.2899780273438, 7: 550.9500122070312, 8: 602.239990234375, 9: 598.6199951171875, 10: 604.2999877929688, 11: 593.0599975585938, 12: 583.3900146484375, 13: 582.0, 14: 590.6300048828125, 15: 585.5, 16: 592.4199829101562, 17: 590.1900024414062, 18: 575.6099853515625, 19: 572.7999877929688, 20: 575.719970703125, 21: 568.75}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
